tourney_name;match_num;winner_name;winner_hand;winner_ioc;loser_name;loser_hand;loser_ioc;winner_rank;winner_rank_points;loser_rank;loser_rank_points
Atp Cup;300;Novak Djokovic;R;SRB;Rafael Nadal;L;ESP;2;9055;1;9985
Atp Cup;299;Roberto Bautista Agut;R;ESP;Dusan Lajovic;R;SRB;10;2335;34;1251
Atp Cup;298;Novak Djokovic;R;SRB;Daniil Medvedev;R;RUS;2;9055;5;5705
Atp Cup;297;Dusan Lajovic;R;SRB;Karen Khachanov;R;RUS;34;1251;17;1840
Atp Cup;296;Rafael Nadal;L;ESP;Alex De Minaur;R;AUS;1;9985;18;1775
Atp Cup;295;Roberto Bautista Agut;R;ESP;Nick Kyrgios;R;AUS;10;2335;29;1375
Atp Cup;294;Novak Djokovic;R;SRB;Denis Shapovalov;L;CAN;2;9055;14;2050
Atp Cup;293;Dusan Lajovic;R;SRB;Felix Auger Aliassime;R;CAN;34;1251;21;1636
Atp Cup;292;Daniil Medvedev;R;RUS;Diego Schwartzman;R;ARG;5;5705;13;2125
Atp Cup;291;Karen Khachanov;R;RUS;Guido Pella;L;ARG;17;1840;25;1530
Atp Cup;290;Daniel Evans;R;GBR;Alex De Minaur;R;AUS;42;1124;18;1775
Atp Cup;289;Nick Kyrgios;R;AUS;Cameron Norrie;L;GBR;29;1375;52;975
Atp Cup;288;David Goffin;R;BEL;Rafael Nadal;L;ESP;11;2335;1;9985
Atp Cup;287;Roberto Bautista Agut;R;ESP;Kimmer Coppejans;R;BEL;10;2335;158;328
Atp Cup;286;Novak Djokovic;R;SRB;Gael Monfils;R;FRA;2;9055;9;2530
Atp Cup;285;Benoit Paire;R;FRA;Dusan Lajovic;R;SRB;24;1538;34;1251
Atp Cup;284;Novak Djokovic;R;SRB;Kevin Anderson;R;RSA;2;9055;147;360
Atp Cup;283;Dusan Lajovic;R;SRB;Lloyd Harris;R;RSA;34;1251;99;569
Atp Cup;282;Novak Djokovic;R;SRB;Christian Garin;R;CHI;2;9055;33;1291
Atp Cup;281;Dusan Lajovic;R;SRB;Nicolas Jarry;R;CHI;34;1251;77;675
Atp Cup;280;Kevin Anderson;R;RSA;Benoit Paire;R;FRA;147;360;24;1538
Atp Cup;279;Gilles Simon;R;FRA;Lloyd Harris;R;RSA;57;910;99;569
Atp Cup;278;Gael Monfils;R;FRA;Christian Garin;R;CHI;9;2530;33;1291
Atp Cup;277;Benoit Paire;R;FRA;Nicolas Jarry;R;CHI;24;1538;77;675
Atp Cup;276;Kevin Anderson;R;RSA;Christian Garin;R;CHI;147;360;33;1291
Atp Cup;275;Lloyd Harris;R;RSA;Nicolas Jarry;R;CHI;99;569;77;675
Atp Cup;274;Rafael Nadal;L;ESP;Yoshihito Nishioka;L;JPN;1;9985;72;764
Atp Cup;273;Roberto Bautista Agut;R;ESP;Go Soeda;R;JPN;10;2335;119;461
Atp Cup;272;Rafael Nadal;L;ESP;Nikoloz Basilashvili;R;GEO;1;9985;26;1450
Atp Cup;271;Roberto Bautista Agut;R;ESP;Aleksandre Metreveli;R;GEO;10;2335;678;29
Atp Cup;270;Rafael Nadal;L;ESP;Pablo Cuevas;R;URU;1;9985;45;1097
Atp Cup;269;Roberto Bautista Agut;R;ESP;Franco Roncadelli;U;URU;10;2335;;
Atp Cup;268;Yoshihito Nishioka;L;JPN;Nikoloz Basilashvili;R;GEO;72;764;26;1450
Atp Cup;267;Go Soeda;R;JPN;Aleksandre Metreveli;R;GEO;119;461;678;29
Atp Cup;266;Yoshihito Nishioka;L;JPN;Pablo Cuevas;R;URU;72;764;45;1097
Atp Cup;265;Go Soeda;R;JPN;Martin Cuevas;R;URU;119;461;523;52
Atp Cup;264;Nikoloz Basilashvili;R;GEO;Pablo Cuevas;R;URU;26;1450;45;1097
Atp Cup;263;Aleksandre Metreveli;R;GEO;Franco Roncadelli;U;URU;678;29;;
Atp Cup;262;Daniel Evans;R;GBR;David Goffin;R;BEL;42;1124;11;2335
Atp Cup;261;Steve Darcis;R;BEL;Cameron Norrie;L;GBR;200;242;52;975
Atp Cup;260;David Goffin;R;BEL;Grigor Dimitrov;R;BUL;11;2335;20;1702
Atp Cup;259;Dimitar Kuzmanov;R;BUL;Steve Darcis;R;BEL;417;80;200;242
Atp Cup;258;David Goffin;R;BEL;Radu Albot;R;MDA;11;2335;46;1067
Atp Cup;257;Steve Darcis;R;BEL;Alexander Cozbinov;R;MDA;200;242;816;18
Atp Cup;256;Grigor Dimitrov;R;BUL;Daniel Evans;R;GBR;20;1702;42;1124
Atp Cup;255;Cameron Norrie;L;GBR;Dimitar Kuzmanov;R;BUL;52;975;417;80
Atp Cup;254;Daniel Evans;R;GBR;Radu Albot;R;MDA;42;1124;46;1067
Atp Cup;253;Cameron Norrie;L;GBR;Alexander Cozbinov;R;MDA;52;975;816;18
Atp Cup;252;Grigor Dimitrov;R;BUL;Radu Albot;R;MDA;20;1702;46;1067
Atp Cup;251;Dimitar Kuzmanov;R;BUL;Alexander Cozbinov;R;MDA;417;80;816;18
Atp Cup;250;Daniil Medvedev;R;RUS;Fabio Fognini;R;ITA;5;5705;12;2290
Atp Cup;249;Karen Khachanov;R;RUS;Stefano Travaglia;U;ITA;17;1840;82;637
Atp Cup;248;Daniil Medvedev;R;RUS;John Isner;R;USA;5;5705;19;1770
Atp Cup;247;Karen Khachanov;R;RUS;Taylor Fritz;R;USA;17;1840;31;1315
Atp Cup;246;Daniil Medvedev;R;RUS;Casper Ruud;R;NOR;5;5705;53;949
Atp Cup;245;Karen Khachanov;R;RUS;Viktor Durasovic;U;NOR;17;1840;329;117
Atp Cup;244;Fabio Fognini;R;ITA;John Isner;R;USA;12;2290;19;1770
Atp Cup;243;Stefano Travaglia;U;ITA;Taylor Fritz;R;USA;82;637;31;1315
Atp Cup;242;Casper Ruud;R;NOR;Fabio Fognini;R;ITA;53;949;12;2290
Atp Cup;241;Stefano Travaglia;U;ITA;Viktor Durasovic;U;NOR;82;637;329;117
Atp Cup;240;Casper Ruud;R;NOR;John Isner;R;USA;53;949;19;1770
Atp Cup;239;Taylor Fritz;R;USA;Viktor Durasovic;U;NOR;31;1315;329;117
Atp Cup;238;Borna Coric;R;CRO;Dominic Thiem;R;AUT;28;1415;4;5825
Atp Cup;237;Marin Cilic;R;CRO;Dennis Novak;R;AUT;38;1165;105;524
Atp Cup;236;Dominic Thiem;R;AUT;Diego Schwartzman;R;ARG;4;5825;13;2125
Atp Cup;235;Dennis Novak;R;AUT;Guido Pella;L;ARG;105;524;25;1530
Atp Cup;234;Hubert Hurkacz;R;POL;Dominic Thiem;R;AUT;37;1198;4;5825
Atp Cup;233;Kacper Zuk;R;POL;Dennis Novak;R;AUT;448;70;105;524
Atp Cup;232;Diego Schwartzman;R;ARG;Borna Coric;R;CRO;13;2125;28;1415
Atp Cup;231;Guido Pella;L;ARG;Marin Cilic;R;CRO;25;1530;38;1165
Atp Cup;230;Hubert Hurkacz;R;POL;Borna Coric;R;CRO;37;1198;28;1415
Atp Cup;229;Marin Cilic;R;CRO;Kacper Zuk;R;POL;38;1165;448;70
Atp Cup;228;Hubert Hurkacz;R;POL;Diego Schwartzman;R;ARG;37;1198;13;2125
Atp Cup;227;Guido Pella;L;ARG;Kamil Majchrzak;R;POL;25;1530;97;575
Atp Cup;226;Stefanos Tsitsipas;R;GRE;Alexander Zverev;R;GER;6;5300;7;3345
Atp Cup;225;Jan Lennard Struff;R;GER;Michail Pervolarakis;R;CYP;35;1245;486;62
Atp Cup;224;Denis Shapovalov;L;CAN;Alexander Zverev;R;GER;14;2050;7;3345
Atp Cup;223;Jan Lennard Struff;R;GER;Felix Auger Aliassime;R;CAN;35;1245;21;1636
Atp Cup;222;Alex De Minaur;R;AUS;Alexander Zverev;R;GER;18;1775;7;3345
Atp Cup;221;Nick Kyrgios;R;AUS;Jan Lennard Struff;R;GER;29;1375;35;1245
Atp Cup;220;Denis Shapovalov;L;CAN;Stefanos Tsitsipas;R;GRE;14;2050;6;5300
Atp Cup;219;Felix Auger Aliassime;R;CAN;Michail Pervolarakis;R;CYP;21;1636;486;62
Atp Cup;218;Nick Kyrgios;R;AUS;Stefanos Tsitsipas;R;GRE;29;1375;6;5300
Atp Cup;217;John Millman;R;AUS;Michail Pervolarakis;R;CYP;48;1026;486;62
Atp Cup;216;Alex De Minaur;R;AUS;Denis Shapovalov;L;CAN;18;1775;14;2050
Atp Cup;215;John Millman;R;AUS;Felix Auger Aliassime;R;CAN;48;1026;21;1636
Doha;300;Andrey Rublev;R;RUS;Corentin Moutet;L;FRA;23;1584;81;638
Doha;299;Corentin Moutet;L;FRA;Stan Wawrinka;R;SUI;81;638;15;1955
Doha;298;Andrey Rublev;R;RUS;Miomir Kecmanovic;R;SRB;23;1584;62;881
Doha;297;Stan Wawrinka;R;SUI;Aljaz Bedene;R;SLO;15;1955;58;905
Doha;296;Corentin Moutet;L;FRA;Fernando Verdasco;L;ESP;81;638;49;1025
Doha;295;Miomir Kecmanovic;R;SRB;Marton Fucsovics;R;HUN;62;881;70;790
Doha;294;Andrey Rublev;R;RUS;Pierre Hugues Herbert;R;FRA;23;1584;65;840
Doha;293;Stan Wawrinka;R;SUI;Jeremy Chardy;R;FRA;15;1955;54;920
Doha;292;Aljaz Bedene;R;SLO;Alexander Bublik;R;KAZ;58;905;55;919
Doha;291;Corentin Moutet;L;FRA;Milos Raonic;R;CAN;81;638;32;1305
Doha;290;Fernando Verdasco;L;ESP;Filip Krajinovic;R;SRB;49;1025;40;1148
Doha;289;Marton Fucsovics;R;HUN;Cem Ilkel;R;TUR;70;790;279;144
Doha;288;Miomir Kecmanovic;R;SRB;Jo-Wilfried Tsonga;R;FRA;62;881;30;1340
Doha;287;Pierre Hugues Herbert;R;FRA;Laslo Djere;R;SRB;65;840;39;1151
Doha;286;Andrey Rublev;R;RUS;Mikhail Kukushkin;R;KAZ;23;1584;66;816
Doha;284;Jeremy Chardy;R;FRA;Gregoire Barrere;R;FRA;54;920;83;636
Doha;283;Aljaz Bedene;R;SLO;Mikael Ymer;R;SWE;58;905;76;681
Doha;282;Alexander Bublik;R;KAZ;Adrian Mannarino;L;FRA;55;919;43;1111
Doha;280;Corentin Moutet;L;FRA;Tennys Sandgren;R;USA;81;638;68;803
Doha;279;Fernando Verdasco;L;ESP;Pablo Andujar;R;ESP;49;1025;64;867
Doha;278;Filip Krajinovic;R;SRB;Kyle Edmund;R;GBR;40;1148;69;800
Doha;277;Marton Fucsovics;R;HUN;Frances Tiafoe;R;USA;70;790;47;1050
Doha;276;Cem Ilkel;R;TUR;Ricardas Berankis;R;LTU;279;144;67;804
Doha;275;Miomir Kecmanovic;R;SRB;Jordan Thompson;R;AUS;62;881;63;878
Doha;273;Laslo Djere;R;SRB;Lorenzo Sonego;R;ITA;39;1151;51;990
Doha;272;Pierre Hugues Herbert;R;FRA;Marco Cecchinato;R;ITA;65;840;75;690
Doha;271;Mikhail Kukushkin;R;KAZ;Malek Jaziri;R;TUN;66;816;229;206
Adelaide;300;Andrey Rublev;R;RUS;Lloyd Harris;R;RSA;18;1799;91;594
Adelaide;299;Lloyd Harris;R;RSA;Tommy Paul;R;USA;91;594;90;600
Adelaide;298;Andrey Rublev;R;RUS;Felix Auger Aliassime;R;CAN;18;1799;22;1656
Adelaide;297;Tommy Paul;R;USA;Albert Ramos;L;ESP;90;600;42;1130
Adelaide;296;Lloyd Harris;R;RSA;Pablo Carreno Busta;R;ESP;91;594;30;1377
Adelaide;295;Andrey Rublev;R;RUS;Daniel Evans;R;GBR;18;1799;33;1324
Adelaide;294;Felix Auger Aliassime;R;CAN;Alex Bolt;L;AUS;22;1656;157;332
Adelaide;293;Albert Ramos;L;ESP;Jaume Munar;R;ESP;42;1130;88;608
Adelaide;292;Tommy Paul;R;USA;Pablo Cuevas;R;URU;90;600;44;1097
Adelaide;291;Pablo Carreno Busta;R;ESP;Jeremy Chardy;R;FRA;30;1377;56;920
Adelaide;290;Lloyd Harris;R;RSA;Laslo Djere;R;SRB;91;594;40;1165
Adelaide;289;Daniel Evans;R;GBR;Alexander Bublik;R;KAZ;33;1324;55;934
Adelaide;288;Andrey Rublev;R;RUS;Sam Querrey;R;USA;18;1799;45;1080
Adelaide;287;Alex Bolt;L;AUS;Jan Lennard Struff;R;GER;157;332;37;1270
Adelaide;286;Felix Auger Aliassime;R;CAN;James Duckworth;R;AUS;22;1656;96;576
Adelaide;284;Albert Ramos;L;ESP;Jordan Thompson;R;AUS;42;1130;65;843
Adelaide;283;Tommy Paul;R;USA;Aljaz Bedene;R;SLO;90;600;54;950
Adelaide;282;Pablo Cuevas;R;URU;Reilly Opelka;R;USA;44;1097;38;1227
Adelaide;280;Jeremy Chardy;R;FRA;Gilles Simon;R;FRA;56;920;60;890
Adelaide;279;Laslo Djere;R;SRB;Alexei Popyrin;R;AUS;40;1165;95;585
Adelaide;278;Lloyd Harris;R;RSA;Christian Garin;R;CHI;91;594;36;1285
Adelaide;277;Alexander Bublik;R;KAZ;Taylor Fritz;R;USA;55;934;32;1335
Adelaide;276;Daniel Evans;R;GBR;Juan Ignacio Londero;R;ARG;33;1324;51;1017
Adelaide;275;Sam Querrey;R;USA;Gregoire Barrere;R;FRA;45;1080;82;643
Adelaide;273;Jan Lennard Struff;R;GER;Salvatore Caruso;R;ITA;37;1270;94;586
Adelaide;272;Alex Bolt;L;AUS;Stephane Robert;R;FRA;157;332;661;30
Adelaide;271;James Duckworth;R;AUS;Federico Delbonis;L;ARG;96;576;73;709
Auckland;300;Ugo Humbert;L;FRA;Benoit Paire;R;FRA;57;900;24;1598
Auckland;299;Benoit Paire;R;FRA;Hubert Hurkacz;R;POL;24;1598;34;1318
Auckland;298;Ugo Humbert;L;FRA;John Isner;R;USA;57;900;20;1770
Auckland;297;Hubert Hurkacz;R;POL;Feliciano Lopez;L;ESP;34;1318;61;888
Auckland;296;Benoit Paire;R;FRA;John Millman;R;AUS;24;1598;47;1071
Auckland;295;John Isner;R;USA;Kyle Edmund;R;GBR;20;1770;69;800
Auckland;294;Ugo Humbert;L;FRA;Denis Shapovalov;L;CAN;57;900;13;2200
Auckland;293;Feliciano Lopez;L;ESP;Fabio Fognini;R;ITA;61;888;12;2310
Auckland;292;Hubert Hurkacz;R;POL;Mikael Ymer;R;SWE;34;1318;77;685
Auckland;291;John Millman;R;AUS;Karen Khachanov;R;RUS;47;1071;16;1995
Auckland;290;Benoit Paire;R;FRA;Thiago Monteiro;L;BRA;24;1598;86;616
Auckland;289;Kyle Edmund;R;GBR;Andreas Seppi;R;ITA;69;800;84;636
Auckland;288;John Isner;R;USA;Tennys Sandgren;R;USA;20;1770;101;553
Auckland;287;Ugo Humbert;L;FRA;Marco Cecchinato;R;ITA;57;900;76;690
Auckland;286;Denis Shapovalov;L;CAN;Vasek Pospisil;R;CAN;13;2200;146;360
Auckland;284;Feliciano Lopez;L;ESP;Pablo Andujar;R;ESP;61;888;63;867
Auckland;283;Mikael Ymer;R;SWE;Frances Tiafoe;R;USA;77;685;49;1050
Auckland;282;Hubert Hurkacz;R;POL;Lorenzo Sonego;R;ITA;34;1318;52;990
Auckland;280;John Millman;R;AUS;Michael Mmoh;R;USA;47;1071;227;207
Auckland;279;Thiago Monteiro;L;BRA;Cameron Norrie;L;GBR;86;616;62;885
Auckland;278;Benoit Paire;R;FRA;Jannik Sinner;U;ITA;24;1598;79;671
Auckland;277;Andreas Seppi;R;ITA;Adrian Mannarino;L;FRA;84;636;43;1111
Auckland;276;Kyle Edmund;R;GBR;Alejandro Davidovich Fokina;R;ESP;69;800;85;627
Auckland;275;Tennys Sandgren;R;USA;Michael Venus;R;NZL;101;553;;
Auckland;273;Marco Cecchinato;R;ITA;Leonardo Mayer;R;ARG;76;690;100;558
Auckland;272;Ugo Humbert;L;FRA;Casper Ruud;R;NOR;57;900;46;1079
Auckland;271;Vasek Pospisil;R;CAN;Joao Sousa;R;POR;146;360;58;891
Australian Open;220;Dominic Thiem;R;AUT;Rafael Nadal;L;ESP;5;5890;1;10235
Australian Open;225;Novak Djokovic;R;SRB;Roger Federer;R;SUI;2;9720;3;6590
Australian Open;214;Stan Wawrinka;R;SUI;Daniil Medvedev;R;RUS;15;2045;4;5960
Australian Open;226;Novak Djokovic;R;SRB;Dominic Thiem;R;AUT;2;9720;5;5890
Australian Open;208;Milos Raonic;R;CAN;Stefanos Tsitsipas;R;GRE;35;1305;6;5375
Australian Open;224;Dominic Thiem;R;AUT;Alexander Zverev;R;GER;5;5890;7;3345
Australian Open;180;Tennys Sandgren;R;USA;Matteo Berrettini;R;ITA;100;573;8;2870
Australian Open;209;Marin Cilic;R;CRO;Roberto Bautista Agut;R;ESP;39;1205;9;2630
Australian Open;213;Dominic Thiem;R;AUT;Gael Monfils;R;FRA;5;5890;10;2565
Australian Open;202;Andrey Rublev;R;RUS;David Goffin;R;BEL;16;2004;11;2555
Australian Open;216;Tennys Sandgren;R;USA;Fabio Fognini;R;ITA;100;573;12;2310
Australian Open;140;Marton Fucsovics;R;HUN;Denis Shapovalov;L;CAN;67;827;13;2200
Australian Open;219;Novak Djokovic;R;SRB;Diego Schwartzman;R;ARG;2;9720;14;2130
Australian Open;221;Alexander Zverev;R;GER;Stan Wawrinka;R;SUI;7;3345;15;2045
Australian Open;197;Nick Kyrgios;R;AUS;Karen Khachanov;R;RUS;26;1520;17;1995
Australian Open;215;Alexander Zverev;R;GER;Andrey Rublev;R;RUS;7;3345;16;2004
Australian Open;185;Tommy Paul;R;USA;Grigor Dimitrov;R;BUL;80;696;20;1772
Australian Open;201;Stan Wawrinka;R;SUI;John Isner;R;USA;15;2045;19;1860
Australian Open;111;Ernests Gulbis;R;LAT;Felix Auger Aliassime;R;CAN;256;179;22;1701
Australian Open;190;Marin Cilic;R;CRO;Benoit Paire;R;FRA;39;1205;21;1703
Australian Open;205;Fabio Fognini;R;ITA;Guido Pella;L;ARG;12;2310;25;1585
Australian Open;212;Rafael Nadal;L;ESP;Nick Kyrgios;R;AUS;1;10235;26;1520
Australian Open;210;Diego Schwartzman;R;ARG;Dusan Lajovic;R;SRB;14;2130;27;1516
Australian Open;135;Sam Querrey;R;USA;Borna Coric;R;CRO;45;1100;28;1490
Australian Open;178;Fernando Verdasco;L;ESP;Nikoloz Basilashvili;R;GEO;51;1050;29;1485
Australian Open;196;Rafael Nadal;L;ESP;Pablo Carreno Busta;R;ESP;1;10235;30;1422
Australian Open;119;Alexei Popyrin;R;AUS;Jo-Wilfried Tsonga;R;FRA;96;585;33;1340
Australian Open;199;Dominic Thiem;R;AUT;Taylor Fritz;R;USA;5;5890;34;1335
Australian Open;194;Yoshihito Nishioka;L;JPN;Daniel Evans;R;GBR;71;797;32;1349
Australian Open;186;John Millman;R;AUS;Hubert Hurkacz;R;POL;47;1096;31;1398
Australian Open;223;Novak Djokovic;R;SRB;Milos Raonic;R;CAN;2;9720;35;1305
Australian Open;103;Pablo Carreno Busta;R;ESP;Jozef Kovalik;R;SVK;30;1422;139;379
Australian Open;151;Milos Raonic;R;CAN;Lorenzo Giustino;R;ITA;35;1305;150;347
Australian Open;162;Tatsuma Ito;R;JPN;Prajnesh Gunneswaran;L;IND;146;362;123;442
Australian Open;129;Fernando Verdasco;L;ESP;Evgeny Donskoy;R;RUS;51;1050;106;522
Australian Open;172;Daniil Medvedev;R;RUS;Pedro Martinez;R;ESP;4;5960;168;300
Australian Open;198;Gael Monfils;R;FRA;Ernests Gulbis;R;LAT;10;2565;256;179
Australian Open;107;Karen Khachanov;R;RUS;Mario Vilella Martinez;U;ESP;17;1995;196;254
Australian Open;174;John Isner;R;USA;Alejandro Tabilo;L;CHI;19;1860;208;233
Australian Open;165;Pablo Carreno Busta;R;ESP;Peter Gojowczyk;R;GER;30;1422;120;463
Australian Open;112;Taylor Fritz;R;USA;Tallon Griekspoor;R;NED;34;1335;175;288
Australian Open;144;Hubert Hurkacz;R;POL;Dennis Novak;R;AUT;31;1398;99;574
Australian Open;102;Peter Gojowczyk;R;GER;Christopher Eubanks;R;USA;120;463;221;215
Australian Open;121;Alejandro Tabilo;L;CHI;Daniel Elahi Galan;U;COL;208;233;186;269
Australian Open;113;Kevin Anderson;R;RSA;Ilya Ivashka;R;BLR;122;445;149;354
Australian Open;126;Yuichi Sugita;R;JPN;Elliot Benchetrit;U;FRA;91;608;231;205
Australian Open;133;Tennys Sandgren;R;USA;Marco Trungelliti;R;ARG;100;573;202;238
Australian Open;137;Gregoire Barrere;R;FRA;Mohamed Safwat;R;EGY;84;649;173;291
Australian Open;141;Jannik Sinner;U;ITA;Max Purcell;U;AUS;82;671;216;221
Australian Open;146;Filip Krajinovic;R;SRB;Quentin Halys;R;FRA;41;1158;215;222
Australian Open;157;Alejandro Davidovich Fokina;R;ESP;Norbert Gombos;R;SVK;88;627;113;498
Australian Open;195;Novak Djokovic;R;SRB;Tatsuma Ito;R;JPN;2;9720;146;362
Australian Open;171;Dominic Thiem;R;AUT;Alex Bolt;L;AUS;5;5890;140;377
Australian Open;132;Matteo Berrettini;R;ITA;Andrew Harris;R;AUS;8;2870;162;316
Australian Open;191;Roberto Bautista Agut;R;ESP;Michael Mmoh;R;USA;9;2630;217;219
Australian Open;127;Andrey Rublev;R;RUS;Christopher O'Connell;U;AUS;16;2004;115;481
Australian Open;136;Guido Pella;L;ARG;John Patrick Smith;L;AUS;25;1585;308;130
Australian Open;193;Dusan Lajovic;R;SRB;Marc Polmans;U;AUS;27;1516;133;411
Australian Open;118;Jaume Munar;R;ESP;Hugo Gaston;U;FRA;90;608;247;189
Australian Open;100;Rafael Nadal;L;ESP;Hugo Dellien;R;BOL;1;10235;73;743
Australian Open;164;Rafael Nadal;L;ESP;Federico Delbonis;L;ARG;1;10235;76;711
Australian Open;163;Novak Djokovic;R;SRB;Jan Lennard Struff;R;GER;2;9720;37;1270
Australian Open;211;Novak Djokovic;R;SRB;Yoshihito Nishioka;L;JPN;2;9720;71;797
Australian Open;147;Roger Federer;R;SUI;Steve Johnson;R;USA;3;6590;75;720
Australian Open;187;Roger Federer;R;SUI;Filip Krajinovic;R;SRB;3;6590;41;1158
Australian Open;207;Roger Federer;R;SUI;John Millman;R;AUS;3;6590;47;1096
Australian Open;217;Roger Federer;R;SUI;Marton Fucsovics;R;HUN;3;6590;67;827
Australian Open;222;Roger Federer;R;SUI;Tennys Sandgren;R;USA;3;6590;100;573
Australian Open;116;Daniil Medvedev;R;RUS;Frances Tiafoe;R;USA;4;5960;50;1050
Australian Open;200;Daniil Medvedev;R;RUS;Alexei Popyrin;R;AUS;4;5960;96;585
Australian Open;115;Dominic Thiem;R;AUT;Adrian Mannarino;L;FRA;5;5890;44;1111
Australian Open;148;Stefanos Tsitsipas;R;GRE;Salvatore Caruso;R;ITA;6;5375;95;586
Australian Open;188;Stefanos Tsitsipas;R;GRE;Philipp Kohlschreiber;R;GER;6;5375;79;700
Australian Open;131;Alexander Zverev;R;GER;Marco Cecchinato;R;ITA;7;3345;77;710
Australian Open;179;Alexander Zverev;R;GER;Egor Gerasimov;R;BLR;7;3345;98;575
Australian Open;203;Alexander Zverev;R;GER;Fernando Verdasco;L;ESP;7;3345;51;1050
Australian Open;155;Roberto Bautista Agut;R;ESP;Feliciano Lopez;L;ESP;9;2630;57;933
Australian Open;108;Gael Monfils;R;FRA;Yen Hsun Lu;R;TPE;10;2565;;
Australian Open;168;Gael Monfils;R;FRA;Ivo Karlovic;R;CRO;10;2565;124;436
Australian Open;124;David Goffin;R;BEL;Jeremy Chardy;R;FRA;11;2555;58;920
Australian Open;176;David Goffin;R;BEL;Pierre Hugues Herbert;R;FRA;11;2555;64;865
Australian Open;139;Fabio Fognini;R;ITA;Reilly Opelka;R;USA;12;2310;38;1227
Australian Open;183;Fabio Fognini;R;ITA;Jordan Thompson;R;AUS;12;2310;66;843
Australian Open;156;Diego Schwartzman;R;ARG;Lloyd Harris;R;RSA;14;2130;72;746
Australian Open;192;Diego Schwartzman;R;ARG;Alejandro Davidovich Fokina;R;ESP;14;2130;88;627
Australian Open;123;Stan Wawrinka;R;SUI;Damir Dzumhur;R;BIH;15;2045;92;594
Australian Open;175;Stan Wawrinka;R;SUI;Andreas Seppi;R;ITA;15;2045;85;646
Australian Open;167;Karen Khachanov;R;RUS;Mikael Ymer;R;SWE;17;1995;78;709
Australian Open;177;Andrey Rublev;R;RUS;Yuichi Sugita;R;JPN;16;2004;91;608
Australian Open;143;Grigor Dimitrov;R;BUL;Juan Ignacio Londero;R;ARG;20;1772;52;1017
Australian Open;120;John Isner;R;USA;Thiago Monteiro;L;BRA;19;1860;86;640
Australian Open;152;Benoit Paire;R;FRA;Cedrik Marcel Stebe;L;GER;21;1703;154;340
Australian Open;182;Guido Pella;L;ARG;Gregoire Barrere;R;FRA;25;1585;84;649
Australian Open;104;Nick Kyrgios;R;AUS;Lorenzo Sonego;R;ITA;26;1520;53;990
Australian Open;166;Nick Kyrgios;R;AUS;Gilles Simon;R;FRA;26;1520;61;890
Australian Open;159;Dusan Lajovic;R;SRB;Kyle Edmund;R;GBR;27;1516;65;845
Australian Open;128;Nikoloz Basilashvili;R;GEO;Soon Woo Kwon;R;KOR;29;1485;87;637
Australian Open;170;Taylor Fritz;R;USA;Kevin Anderson;R;RSA;34;1335;122;445
Australian Open;160;Daniel Evans;R;GBR;Mackenzie McDonald;R;USA;32;1349;129;419
Australian Open;189;Milos Raonic;R;CAN;Christian Garin;R;CHI;35;1305;36;1285
Australian Open;218;Milos Raonic;R;CAN;Marin Cilic;R;CRO;35;1305;39;1205
Australian Open;117;Pedro Martinez;R;ESP;Dominik Koepfer;L;GER;168;300;89;609
Australian Open;169;Ernests Gulbis;R;LAT;Aljaz Bedene;R;SLO;256;179;55;950
Australian Open;114;Alex Bolt;L;AUS;Albert Ramos;L;ESP;140;377;42;1130
Australian Open;154;Michael Mmoh;R;USA;Pablo Andujar;R;ESP;217;219;63;867
Australian Open;158;Marc Polmans;U;AUS;Mikhail Kukushkin;R;KAZ;133;411;68;816
Australian Open;101;Federico Delbonis;L;ARG;Joao Sousa;R;POR;76;711;59;891
Australian Open;105;Gilles Simon;R;FRA;Pablo Cuevas;R;URU;61;890;46;1097
Australian Open;106;Mikael Ymer;R;SWE;Yasutaka Uchiyama;R;JPN;78;709;93;594
Australian Open;109;Ivo Karlovic;R;CRO;Vasek Pospisil;R;CAN;124;436;138;392
Australian Open;110;Aljaz Bedene;R;SLO;James Duckworth;R;AUS;55;950;94;588
Australian Open;122;Andreas Seppi;R;ITA;Miomir Kecmanovic;R;SRB;85;646;54;959
Australian Open;125;Pierre Hugues Herbert;R;FRA;Cameron Norrie;L;GBR;64;865;62;885
Australian Open;130;Egor Gerasimov;R;BLR;Casper Ruud;R;NOR;98;575;48;1079
Australian Open;134;Ricardas Berankis;R;LTU;Roberto Carballes Baena;R;ESP;69;804;83;664
Australian Open;138;Jordan Thompson;R;AUS;Alexander Bublik;R;KAZ;66;843;56;948
Australian Open;142;Tommy Paul;R;USA;Leonardo Mayer;R;ARG;80;696;101;564
Australian Open;145;John Millman;R;AUS;Ugo Humbert;L;FRA;47;1096;43;1130
Australian Open;149;Philipp Kohlschreiber;R;GER;Marcos Giron;R;USA;79;700;107;521
Australian Open;150;Christian Garin;R;CHI;Stefano Travaglia;U;ITA;36;1285;74;730
Australian Open;153;Marin Cilic;R;CRO;Corentin Moutet;L;FRA;39;1205;70;800
Australian Open;161;Yoshihito Nishioka;L;JPN;Laslo Djere;R;SRB;71;797;40;1185
Australian Open;173;Alexei Popyrin;R;AUS;Jaume Munar;R;ESP;96;585;90;608
Australian Open;181;Sam Querrey;R;USA;Ricardas Berankis;R;LTU;45;1100;69;804
Australian Open;184;Marton Fucsovics;R;HUN;Jannik Sinner;U;ITA;67;827;82;671
