tourney_name;match_num;winner_name;winner_hand;winner_ioc;loser_name;loser_hand;loser_ioc;winner_rank;winner_rank_points;loser_rank;loser_rank_points
Davis Cup QLS R1: KAZ vs NED;1;Robin Haase;R;NED;Mikhail Kukushkin;R;KAZ;169;305;91;661
Davis Cup QLS R1: KAZ vs NED;2;Alexander Bublik;R;KAZ;Tallon Griekspoor;R;NED;51;965;196;256
Davis Cup QLS R1: KAZ vs NED;4;Alexander Bublik;R;KAZ;Robin Haase;R;NED;51;965;169;305
Davis Cup QLS R1: SWE vs CHI;1;Mikael Ymer;R;SWE;Marcelo Tomas Barrios Vera;U;CHI;67;759;282;154
Davis Cup QLS R1: SWE vs CHI;2;Alejandro Tabilo;L;CHI;Elias Ymer;R;SWE;173;290;202;247
Davis Cup QLS R1: SWE vs CHI;4;Mikael Ymer;R;SWE;Alejandro Tabilo;L;CHI;67;759;173;290
Davis Cup QLS R1: USA vs UZB;1;Reilly Opelka;R;USA;Denis Istomin;R;UZB;38;1177;156;339
Davis Cup QLS R1: USA vs UZB;2;Taylor Fritz;R;USA;Sanjar Fayziev;U;UZB;24;1510;498;59
Davis Cup QLS R1: USA vs UZB;4;Tommy Paul;R;USA;Denis Istomin;R;UZB;57;894;156;339
Davis Cup WG1 PO: BIH vs RSA;1;Damir Dzumhur;R;BIH;Ruan Roelofse;R;RSA;107;524;611;36
Davis Cup WG1 PO: BIH vs RSA;2;Lloyd Harris;R;RSA;Mirza Basic;R;BIH;98;616;303;134
Davis Cup WG1 PO: BIH vs RSA;4;Damir Dzumhur;R;BIH;Lloyd Harris;R;RSA;107;524;98;616
Davis Cup WG1 PO: BOL vs DOM;1;Hugo Dellien;R;BOL;Jose Hernandez;U;DOM;94;638;289;142
Davis Cup WG1 PO: BOL vs DOM;2;Roberto Cid;R;DOM;Federico Zeballos;U;BOL;215;229;543;50
Davis Cup WG1 PO: BOL vs DOM;4;Hugo Dellien;R;BOL;Roberto Cid;R;DOM;94;638;215;229
Davis Cup WG1 PO: LBN vs THA;1;Benjamin Hassan;U;GER;Jirat Navasirisomboon;R;THA;348;109;1541;2
Davis Cup WG1 PO: LBN vs THA;2;Wishaya Trongcharoenchaikul;R;THA;Hasan Ibrahim;U;GER;623;35;1507;2
Davis Cup WG1 PO: LBN vs THA;4;Benjamin Hassan;U;GER;Wishaya Trongcharoenchaikul;R;THA;348;109;623;35
Davis Cup WG1 PO: LTU vs POR;1;Frederico Ferreira Silva;L;POR;Laurynas Grigelis;R;LTU;190;268;497;59
Davis Cup WG1 PO: LTU vs POR;2;Joao Sousa;R;POR;Julius Tverijonas;R;LTU;65;776;791;19
Davis Cup WG1 PO: LTU vs POR;4;Pedro Sousa;R;POR;Laurynas Grigelis;R;LTU;110;522;497;59
Davis Cup WG1 PO: MEX vs FIN;1;Patrik Niklas Salminen;U;FIN;Manuel Sanchez;R;MEX;418;81;821;17
Davis Cup WG1 PO: MEX vs FIN;2;Gerardo Lopez Villasenor;U;MEX;Otto Virtanen;U;FIN;522;54;719;24
Davis Cup WG1 PO: MEX vs FIN;4;Gerardo Lopez Villasenor;U;MEX;Harri Heliovaara;R;FIN;522;54;605;37
Davis Cup WG1 PO: MEX vs FIN;5;Otto Virtanen;U;FIN;Manuel Sanchez;R;MEX;719;24;821;17
Davis Cup WG1 PO: NOR vs BAR;1;Viktor Durasovic;U;NOR;Darian King;R;BAR;337;115;263;176
Davis Cup WG1 PO: NOR vs BAR;2;Casper Ruud;R;NOR;Haydn Lewis;L;BAR;36;1279;;
Davis Cup WG1 PO: NOR vs BAR;4;Lukas Hellum Lilleengen;U;NOR;Kaipo Marshall;;BAR;1564;2;;
Davis Cup WG1 PO: PAK vs SLO;1;Aisam Ul Haq Qureshi;R;PAK;Nik Razborsek;L;SLO;;;700;26
Davis Cup WG1 PO: PAK vs SLO;2;Aqeel Khan;R;PAK;Blaz Kavcic;R;SLO;;;285;148
Davis Cup WG1 PO: PER vs SUI;1;Juan Pablo Varillas;R;PER;Sandro Ehrat;R;SUI;135;403;382;93
Davis Cup WG1 PO: PER vs SUI;2;Henri Laaksonen;R;SUI;Nicolas Alvarez;R;PER;137;400;330;119
Davis Cup WG1 PO: PER vs SUI;4;Juan Pablo Varillas;R;PER;Henri Laaksonen;R;SUI;135;403;137;400
Davis Cup WG1 PO: TUR vs ISR;1;Daniel Cukierman;U;ISR;Cem Ilkel;R;TUR;832;16;195;257
Davis Cup WG1 PO: TUR vs ISR;2;Altug Celikbilek;U;TUR;Ben Patael;U;ISR;329;119;562;45
Davis Cup WG1 PO: TUR vs ISR;4;Edan Leshem;U;ISR;Cem Ilkel;R;TUR;355;107;195;257
Davis Cup WG1 PO: UKR vs TPE;1;Chun Hsin Tseng;R;TPE;Sergiy Stakhovsky;R;UKR;279;159;167;307
Davis Cup WG1 PO: UKR vs TPE;2;Tung Lin Wu;R;TPE;Illya Marchenko;R;UKR;232;209;207;240
Davis Cup WG1 PO: UKR vs TPE;4;Sergiy Stakhovsky;R;UKR;Tung Lin Wu;R;TPE;167;307;232;209
Davis Cup WG1 PO: UKR vs TPE;5;Illya Marchenko;R;UKR;Chun Hsin Tseng;R;TPE;207;240;279;159
Davis Cup WG1 PO: VEN vs NZL;1;Finn Tearney;R;NZL;Jordi Munoz Abreu;U;VEN;1018;9;1234;4
Davis Cup WG1 PO: VEN vs NZL;2;Luis David Martinez;U;VEN;Ajeet Rai;R;NZL;;;915;13
Davis Cup WG1 PO: VEN vs NZL;4;Jose Rubin Statham;R;NZL;Brandon Perez;U;VEN;;;1671;1
Davis Cup WG2 PO: CRC vs BUL;1;Dimitar Kuzmanov;R;BUL;Julian Saborio;U;CRC;318;126;;
Davis Cup WG2 PO: CRC vs BUL;2;Alexandar Lazarov;R;BUL;Jesse Flores;U;CAN;537;51;1146;6
Davis Cup WG2 PO: CRC vs BUL;4;Dimitar Kuzmanov;R;BUL;Jesse Flores;U;CAN;318;126;1146;6
Davis Cup WG2 PO: CRC vs BUL;5;Alexander Donski;U;CAN;Rodrigo Crespo Piedra;;CRC;566;44;;
Davis Cup WG2 PO: DEN vs PUR;1;Mikael Torpegaard;R;DEN;Quinton Vega;R;USA;170;304;;
Davis Cup WG2 PO: DEN vs PUR;2;Holger Rune;U;DEN;Ignacio Garcia;;PUR;861;15;;
Davis Cup WG2 PO: DEN vs PUR;4;Frederik Nielsen;R;DEN;Ignacio Garcia;;PUR;;;;
Davis Cup WG2 PO: DEN vs PUR;5;Holger Rune;U;DEN;Quinton Vega;R;USA;861;15;;
Davis Cup WG2 PO: ESA vs JAM;1;Blaise Bicknell;U;USA;Alberto Emmanuel Alvarado Larin;U;ESA;1316;3;;
Davis Cup WG2 PO: ESA vs JAM;2;Marcelo Arevalo;R;ESA;Rowland Phillips;U;JAM;410;82;1566;2
Davis Cup WG2 PO: ESA vs JAM;4;Marcelo Arevalo;R;ESA;Blaise Bicknell;U;USA;410;82;1316;3
Davis Cup WG2 PO: GEO vs EST;1;Nikoloz Basilashvili;R;GEO;Vladimir Ivanov;R;EST;27;1395;732;24
Davis Cup WG2 PO: GEO vs EST;2;Kristjan Tamm;U;EST;Aleksandre Metreveli;R;GEO;729;24;564;44
Davis Cup WG2 PO: GEO vs EST;4;Kristjan Tamm;U;EST;Zura Tkemaladze;U;GEO;729;24;;
Davis Cup WG2 PO: GEO vs EST;5;Daniil Glinka;U;EST;Nikoloz Davlianidze;U;GEO;961;11;;
Davis Cup WG2 PO: GUA vs TUN;1;Wilfredo Gonzalez;R;GUA;Aziz Dougaz;U;TUN;1089;7;356;107
Davis Cup WG2 PO: GUA vs TUN;2;Malek Jaziri;R;TUN;Franz Luna Lavidalie;R;GUA;259;181;;
Davis Cup WG2 PO: GUA vs TUN;4;Malek Jaziri;R;TUN;Wilfredo Gonzalez;R;GUA;259;181;1089;7
Davis Cup WG2 PO: INA vs KEN;1;Christopher Rungkat;R;INA;Sheil Kotecha;R;KEN;;;1385;3
Davis Cup WG2 PO: INA vs KEN;2;David Agung Susanto;U;INA;Ismael Changawa Ruwa Mzai;L;KEN;1346;3;;
Davis Cup WG2 PO: INA vs KEN;4;Gunawan Trismuwantara;;INA;Kevin Cheruiyot;R;KEN;;;1752;1
Davis Cup WG2 PO: LAT vs EGY;1;Mohamed Safwat;R;EGY;Karlis Ozolins;U;LVA;131;407;;
Davis Cup WG2 PO: LAT vs EGY;2;Ernests Gulbis;R;LAT;Karim Mohamed Maamoun;R;EGY;161;321;390;90
Davis Cup WG2 PO: LAT vs EGY;4;Ernests Gulbis;R;LAT;Mohamed Safwat;R;EGY;161;321;131;407
Davis Cup WG2 PO: LAT vs EGY;5;Robert Strombachs;U;GER;Amr Elsayed Abdou Ahmed Mohamed;;EGY;668;29;;
Davis Cup WG2 PO: MAR vs VIE;1;Lamine Ouahab;R;ALG;Nam Hoang Ly;R;VIE;664;29;714;25
Davis Cup WG2 PO: MAR vs VIE;2;Adam Moundir;U;SUI;Phuong Van Nguyen;U;VIE;458;69;;
Davis Cup WG2 PO: MAR vs VIE;4;Aissa Benchakroun;U;MAR;Linh Giang Trinh;;VIE;1671;1;;
Davis Cup WG2 PO: PAR vs SRI;1;Adolfo Daniel Vallejo;U;PAR;Sharmal Dissanayake;R;SRI;;;;
Davis Cup WG2 PO: PAR vs SRI;2;Martin Antonio Vergara Del Puerto;U;PAR;Yasitha De Silva;;SRI;;;;
Davis Cup WG2 PO: PAR vs SRI;4;Adolfo Daniel Vallejo;U;PAR;Thehan Sanjaya Wijemanne;;SRI;;;;
Davis Cup WG2 PO: PHI vs GRE;1;Stefanos Tsitsipas;R;GRE;Alberto Lim;R;PHI;6;4745;;
Davis Cup WG2 PO: PHI vs GRE;2;Petros Tsitsipas;U;GRE;Jeson Patrombon;R;PHI;1169;6;1421;2
Davis Cup WG2 PO: PHI vs GRE;4;Stefanos Tsitsipas;R;GRE;Jeson Patrombon;R;PHI;6;4745;1421;2
Davis Cup WG2 PO: PHI vs GRE;5;Petros Tsitsipas;U;GRE;Eric Jr. Olivarez;;PHI;1169;6;;
Davis Cup WG2 PO: POL vs HKG;1;Kacper Zuk;R;POL;Ching Lam;R;HKG;302;136;;
Davis Cup WG2 PO: POL vs HKG;2;Jerzy Janowicz;R;POL;Pak Long Yeung;U;HKG;461;68;960;11
Davis Cup WG2 PO: POL vs HKG;4;Maks Kasnikowski;;POL;Wai Yu Kai;U;HKG;;;;
Davis Cup WG2 PO: SYR vs ZIM;1;Hazem Naw;R;UNK;Mehluli Don Ayanda Sibanda;R;ZIM;;;813;18
Davis Cup WG2 PO: SYR vs ZIM;2;Benjamin Lock;R;ZIM;Amer Naow;R;SYR;430;79;;
Davis Cup WG2 PO: SYR vs ZIM;4;Benjamin Lock;R;ZIM;Hazem Naw;R;UNK;430;79;;
